code,category,name,unit,unit_price,notes
INT-12.3.12,التشطيبات الداخلية والأعمال المعمارية,مرحاض مقفل مزدوج؛ SW-12,No,1600.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Closed coupled toilet; SW-12 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.13,التشطيبات الداخلية والأعمال المعمارية,بيديه؛ SW-13,No,445.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Bidette; SW-13 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.14,التشطيبات الداخلية والأعمال المعمارية,كراسي وضوء,No,210.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Ablution seats | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.15,التشطيبات الداخلية والأعمال المعمارية,مرآة 520×900مم,No,520.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | 520x900mm vanity mirror | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.16,التشطيبات الداخلية والأعمال المعمارية,مرآة زجاج أمان 850×2000مم,No,650.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | 850x2000mm safety glass mirror | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.17,التشطيبات الداخلية والأعمال المعمارية,حاوية نفايات جدارية مخفية,No,385.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Concealed wall mounted garbage bin | مصدر: عرض مشروع قلب نجد 2026
INT-12.4.1,التشطيبات الداخلية والأعمال المعمارية,شاشة LED كبيرة 4K، P1.8، 5780×10750مم، متحكم Vx16s+i7,No,385000.0,"القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Large-format LED display 4K, P1.8, 5780H x 10750W mm, controller Vx16s+i7, media | مصدر: عرض مشروع قلب نجد 2026"
INT-13.01,التشطيبات الداخلية والأعمال المعمارية,كاونتر صالة F-01,No,28000.0,الأثاث الثابت / FIXED FURNITURE | Lounge counter F-01 | مصدر: عرض مشروع قلب نجد 2026
INT-13.02,التشطيبات الداخلية والأعمال المعمارية,مكتب خدمة/كاشير + مطبخ صغير F-03,No,28000.0,الأثاث الثابت / FIXED FURNITURE | Serving/cashier desk + kitchenette F-03 | مصدر: عرض مشروع قلب نجد 2026
INT-13.03,التشطيبات الداخلية والأعمال المعمارية,كاونتر استقبال F-04,No,52000.0,الأثاث الثابت / FIXED FURNITURE | Reception counter F-04 | مصدر: عرض مشروع قلب نجد 2026
INT-13.04,التشطيبات الداخلية والأعمال المعمارية,كاونتر مغاسل F-05,No,20000.0,الأثاث الثابت / FIXED FURNITURE | Vanity counter F-05 | مصدر: عرض مشروع قلب نجد 2026
INT-14.01,التشطيبات الداخلية والأعمال المعمارية,هدم جدران قائمة - قبو 3/2/1 (شامل الحماية والترحيل),m²,27.0,"أعمال الهدم / DEMOLITIONS | Demolition existing walls - Basement 3/2/1 (incl protection, disposal off-site) | مصدر: عرض مشروع قلب نجد 2026"
INT-14.02,التشطيبات الداخلية والأعمال المعمارية,هدم جدران قائمة - أرضي/ميزانين/أول,m²,27.0,أعمال الهدم / DEMOLITIONS | Demolition existing walls - GF / GF Mezz / First Floor | مصدر: عرض مشروع قلب نجد 2026
INT-14.03,التشطيبات الداخلية والأعمال المعمارية,هدم جدران قائمة - الدور 4 حتى 20 (17 دور فندقي),m²,27.0,أعمال الهدم / DEMOLITIONS | Demolition existing walls - 4th to 20th floor (17 hotel floors) | مصدر: عرض مشروع قلب نجد 2026
INT-14.04,التشطيبات الداخلية والأعمال المعمارية,هدم جدران قائمة - الدور 21 حتى 56 (مكاتب),m²,30.0,أعمال الهدم / DEMOLITIONS | Demolition existing walls - 21st to 56th office floor | مصدر: عرض مشروع قلب نجد 2026
INT-15.01,التشطيبات الداخلية والأعمال المعمارية,بلوك خرساني مفرغ 200مم (ارتفاع 5م) - قبو 3/2/1,m²,80.0,"أعمال البناء / MASONRY | Hollow concrete blockwork 200mm (h=5m), incl filling/joint filler/wall ties - Ba | مصدر: عرض مشروع قلب نجد 2026"
INT-15.02,التشطيبات الداخلية والأعمال المعمارية,بلوك خرساني مفرغ 200مم - أرضي/ميزانين/أول,m²,80.0,أعمال البناء / MASONRY | Hollow concrete blockwork 200mm - GF / GF Mezz / First Floor | مصدر: عرض مشروع قلب نجد 2026
INT-15.03,التشطيبات الداخلية والأعمال المعمارية,بلوك خرساني مفرغ 200مم - ميزانين أول حتى 58,m²,80.0,أعمال البناء / MASONRY | Hollow concrete blockwork 200mm - First Mezzanine to 58th floor | مصدر: عرض مشروع قلب نجد 2026
INT-15.04,التشطيبات الداخلية والأعمال المعمارية,بلوك خرساني مفرغ 200مم - جدران المصاعد,m²,110.0,أعمال البناء / MASONRY | Hollow concrete blockwork 200mm - Elevator walls | مصدر: عرض مشروع قلب نجد 2026
INT-15.05,التشطيبات الداخلية والأعمال المعمارية,بلوك خرساني مفرغ 200مم - الدور 21 حتى 56 (مكاتب),m²,100.0,أعمال البناء / MASONRY | Hollow concrete blockwork 200mm - 21st to 56th office floor | مصدر: عرض مشروع قلب نجد 2026
LIT-LT.1,أعمال الإنارة,إضاءة أرضية UP1 - SIMES، LED 2W، IP67,nos,527.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Underground Light UP1 - SIMES S.5681W.14, LED 2W 330lm 3000K, IP67 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.2,أعمال الإنارة,إضاءة أرضية UP2 - SIMES، LED 2W، IP67,nos,493.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Underground Light UP2 - SIMES S.5683W.14, LED 2W 330lm 3000K, IP67 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.3,أعمال الإنارة,كشاف SP1 - LED 20W، IP65,nos,672.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Spot Light SP1 - UL-5933, AC LED 20W 1160lm 38° 3000K, IP65 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.4,أعمال الإنارة,إضاءة جدارية WL1 - LED 7.2W، IP65,nos,413.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Wall Light WL1 - UL-6071 Luna ramp recessed, LED 7.2W 180lm 3000K, IP65 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.5,أعمال الإنارة,إضاءة جدارية WL2 - LED 14W، IP66,nos,442.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Wall Light WL2 - UL-5061 Mini Mira up/down, LED 14W 960lm 18° 3000K, IP66 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.6,أعمال الإنارة,إضاءة جدارية WL3 - LED 8W، IP66,nos,383.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Wall Light WL3 - UL-5060 Mini Mira down, LED 8W 810lm 104° 3000K, IP66 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.7,أعمال الإنارة,عمود إنارة PL1 - LED 38W، IP66، عمود ألمنيوم 4500مم,nos,1743.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Pole Light PL1 - UL-7780 Korner1, LED 38W 4210lm T3 3000K, IP66, alu pole 4500mm | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.8,أعمال الإنارة,إضاءة خطية منحنية RL1 - LED 8.1W، IP67,nos,722.5,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Radius Linear Light RL1 - SIMES S.5402W, LED 8.1W 1260lm 3000K, IP67 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.9,أعمال الإنارة,إضاءة خطية LL2 - LED 18W، IP66,nos,467.5,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Linear Light LL2 - LS-MST-XY6025, LED 18W 1620lm 25° 24VDC 3000K, IP66 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.10,أعمال الإنارة,شريط LED1 - 4W/م، IP67 + محولات Meanwell,nos,289.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | LED Strip Light LED1 - LS-MAWLM-3528, 4W/m 3000K 24V, IP67 + Meanwell drivers | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.11,أعمال الإنارة,شريط LED2 - 9W/م، IP65 + محولات Meanwell,nos,306.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | LED Strip Light LED2 - LS-MPLW-T120, 9W/m 3000K 24VDC, IP65 + Meanwell drivers | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.12,أعمال الإنارة,شريط LED3 - 9W/م، IP68 + هيكل ستانلس,nos,357.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | LED Strip Light LED3 - LS-LLS14, 9W/m 3000K 24VDC, IP68 + SS housing | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.13,أعمال الإنارة,عمود إنارة BL4 - LED 16.3W، IP66,nos,1190.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Bollard Light BL4 - LEDS-55-E088, LED 16.3W 729lm 105° 3000K CRI90, IP66 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LB.1,أعمال الإنارة,إضاءة سبوت LED للمناطق المنخفضة - 10W 600lm,No,212.5,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | LED down light single height areas - Luxo 3 Basic CoB black 10W 600lm 3000K (770 | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.2,أعمال الإنارة,شريط LED سطحي التركيب,Lm,102.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Surface mounted LED strip light (7705 4.15-4.14) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.3,أعمال الإنارة,ثريا مخصصة نوع 1 - لوبي أرضي جنوب,Item,35000.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Custom Chandelier type 1 incl downlights - GF Lobby South (7702 4.9) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.4,أعمال الإنارة,ثريا مخصصة نوع 2 - ميزانين أرضي,Item,35000.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Custom Chandelier type 2 incl downlights - GF Mezzanine (7702 4.10) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.5,أعمال الإنارة,ثريا مخصصة نوع 3 - لوبي مصعد كبار الزوار,Item,35000.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Custom Chandelier type 3 incl downlights - GF VIP lift Lobby (7702 4.11) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.6,أعمال الإنارة,لوحة لمس (الدور الأرضي),No,722.5,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Touch pad (Ground floor) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.7,أعمال الإنارة,نقطة حساس حركة,No,251.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Motion sensor point | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.8,أعمال الإنارة,لوحة تحكم إنارة LCP,No,1530.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | LCP (Lighting control panel) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.9,أعمال الإنارة,إضاءة لوحة دائرية,LS,9775.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Circular Panel Lighting | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.10,أعمال الإنارة,إضاءة خلفية لأسقف الشد,m²,272.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Back lighting to stretch membrane ceilings (7702 4.6) | مصدر: عرض مشروع قلب نجد 2026
RAC-001,أنظمة السلامة والحريق (RAC),رشاشات مخفية TYCO / Concealed sprinkler heads,عدد,40.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | رشاش مخفي معتمد UL/FM وربط بالشبكة القائمة | مصدر: جدول كميات RAC 2026
RAC-002,أنظمة السلامة والحريق (RAC),تعديل شبكة إطفاء / FF pipework modification,م.ط,90.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | تعديل مواسير حديد أسود مع اختبار ضغط | مصدر: جدول كميات RAC 2026
RAC-003,أنظمة السلامة والحريق (RAC),كواشف دخان / Smoke detectors,عدد,170.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | كاشف ضوئي معنون addressable معتمد | مصدر: جدول كميات RAC 2026
RAC-004,أنظمة السلامة والحريق (RAC),كواشف حرارة (مطبخ) / Heat detectors,عدد,250.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | كاشف حراري للمناطق الحارة/المطبخ | مصدر: جدول كميات RAC 2026
RAC-005,أنظمة السلامة والحريق (RAC),نقاط إنذار يدوية / Manual call points,عدد,300.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | نقطة إنذار يدوية معنونة | مصدر: جدول كميات RAC 2026
RAC-006,أنظمة السلامة والحريق (RAC),أجراس وفلاشرات / Sounders & flashers,عدد,200.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | جرس/فلاشر إنذار معتمد | مصدر: جدول كميات RAC 2026
RAC-007,أنظمة السلامة والحريق (RAC),طفايات حريق 6كجم / Fire extinguishers 6kg,عدد,180.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | طفاية بودرة/CO2 مع لوحة إرشادية | مصدر: جدول كميات RAC 2026
RAC-008,أنظمة السلامة والحريق (RAC),ربط وتشغيل مع نظام RAC / FA integration & commissioning,LS,5000.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | ربط اللوحة مع نظام الإنذار الرئيسي لـ RAC واختبار | مصدر: جدول كميات RAC 2026
RAC-009,أنظمة السلامة والحريق (RAC),مخارج شبكة CAT6A / Structured cabling CAT6A outlets,عدد,180.0,التيار الخفيف / LOW-CURRENT (ELV) | منفذ CAT6A مع كابل واختبار Fluke | مصدر: جدول كميات RAC 2026
RAC-010,أنظمة السلامة والحريق (RAC),خزانة بيانات ولوحة توصيل / Data cabinet & patch panel,عدد,6500.0,التيار الخفيف / LOW-CURRENT (ELV) | خزانة 12-18U مع باتش ومنظم كابلات | مصدر: جدول كميات RAC 2026
RAC-011,أنظمة السلامة والحريق (RAC),تحكم دخول (قارئ+قفل+مزود) / Access control per door,عدد,2400.0,التيار الخفيف / LOW-CURRENT (ELV) | قارئ بطاقة ZKT + قفل مغناطيسي + مزود طاقة | مصدر: جدول كميات RAC 2026
RAC-012,أنظمة السلامة والحريق (RAC),كاميرات مراقبة 8MP / CCTV cameras,عدد,850.0,التيار الخفيف / LOW-CURRENT (ELV) | كاميرا IP 8MP وربط بنظام RAC القائم | مصدر: جدول كميات RAC 2026
RAC-013,أنظمة السلامة والحريق (RAC),نظام نداء/اتصال داخلي / PA / intercom (if required),LS,4500.0,التيار الخفيف / LOW-CURRENT (ELV) | سماعات ونقاط نداء داخلي عند اللزوم | مصدر: جدول كميات RAC 2026
RAC-014,أنظمة السلامة والحريق (RAC),خزائن مطبخ سفلية/علوية مع كاونتر / Kitchen base & wall units + counter,م.ط,1800.0,النجارة والأعمال الخشبية / JOINERY & MILLWORK | خزائن HPL مقاومة للرطوبة + سطح كوارتز/كورين | مصدر: جدول كميات RAC 2026
RAC-015,أنظمة السلامة والحريق (RAC),كاونتر استقبال/سكرتارية / Reception/secretary counter,عدد,4500.0,النجارة والأعمال الخشبية / JOINERY & MILLWORK | كاونتر مصنّع HPL/كورين حسب التصميم | مصدر: جدول كميات RAC 2026
RAC-016,أنظمة السلامة والحريق (RAC),أرفف تخزين / Storage shelving,LS,3500.0,النجارة والأعمال الخشبية / JOINERY & MILLWORK | أرفف معدنية/خشبية لغرفة التخزين | مصدر: جدول كميات RAC 2026
EMB-2-1,أعمال الموقع العام والحفر والردم,الحفر في جميع أنواع التربة مع عمل ما يلزم..,م3,80.0,"As the previous item, in all types of soil, doing what is necessary. | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-2-2,أعمال الموقع العام والحفر والردم,التوريد والردم بالردميات المناسبة من تربة متدرجة ويشمل ذلك الردم على طبقات لا تتجاوز 25 سم والرش بالماء والرص والدك لكل طبقة على أن لا تقل نسبة الإنضغ,م3,85.0,As the previous item: supplying and backfilling with appropriate fills | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-3,أعمال الموقع العام والحفر والردم,النخيل,بالعدد,2000.0,Palms | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-4,أعمال الموقع العام والحفر والردم,شجرة النيم,بالعدد,350.0,NEEM TREE | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-5,أعمال الموقع العام والحفر والردم,السمر النجدي,بالعدد,650.0,NAJDI BROWN TREE | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-6,أعمال الموقع العام والحفر والردم,السدر,بالعدد,650.0,AL-SIDR TREE | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-7,أعمال الموقع العام والحفر والردم,الغاف البحري,بالعدد,650.0,MARINE GHAF TREE | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-8,أعمال الموقع العام والحفر والردم,الباركنسونيا,بالعدد,340.0,PALO VERDE TREE | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-9,أعمال الموقع العام والحفر والردم,النصي,بالعدد,50.0,STIPAGROSTIS | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-10,أعمال الموقع العام والحفر والردم,عرفج,بالعدد,35.0,RHANTERIUM EPAPPOSUM | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-11,أعمال الموقع العام والحفر والردم,مرامية فضية,بالعدد,35.0,SAGE SHRUB | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-12,أعمال الموقع العام والحفر والردم,حلفاء,بالعدد,30.0,HALFA GRASS | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-13,أعمال الموقع العام والحفر والردم,جنيبة,بالعدد,90.0,SHRUBS 05 | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-14,أعمال الموقع العام والحفر والردم,دحداح أسيوي,بالعدد,90.0,CRINUM ASIATICUM | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-15,أعمال الموقع العام والحفر والردم,غطاء نباتي (French Fescue),م2,115.0,GREEN COVER | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-16,أعمال الموقع العام والحفر والردم,انترلوك سمك 80 ملم لمواقف السيارات محمل علي السعر طبقة من الخرسانة سمك 10 سم مسلحة تسليح خفيف شبكة من الحديد قطر 10 مم والبند يشمل طبقات الدفان اسفل ا,م2,190.0,"Interlock with a thickness of 80 mm for parking areas, priced includin | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-2-17,أعمال الموقع العام والحفر والردم,انترلوك 60 ملم للارصفة محمل علي السعر طبقة من الخرسانة سمك 10 سم مسلحة تسليح خفيف شبكة من الحديد قطر 10 مم والبند يشمل طبقات الدفان اسفل الانترلوك حسب,م2,170.0,"Interlock with a thickness of 60 mm for sidewalk, priced including a 1 | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-2-18,أعمال الموقع العام والحفر والردم,الواح WPC مقاومة للانزلاق ومضادة للمياه مصنوعة من مواد تتحمل الاستخدام الشاق والعوامل الجوية شامل الارضية التي يتم التركيب عليها لزوم حمام السباحة طبق,م2,450.0,"WPC boards are slip-resistant and water-resistant, made of materials t | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-2-19,أعمال الموقع العام والحفر والردم,بلاط تيرازو خشن غير مصقول (مدعم بكسر الرخام) لزوم الموقع العام,م2,110.0,Terazzo concrete tiles for (reinforced with broken marble) for general | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-2-20,أعمال الموقع العام والحفر والردم,توريد وتركيب مصد من المطاط شديد التحمل لوقف السيارات يستخدم قطعتين منفصلتين لكل سيارة بابعاد 21.7 * 3.5 * 5.9 بوصة,بالعدد,95.0,"Supply and install heavy-duty rubber wheel stoppers for vehicles, usin | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-2-22,أعمال الموقع العام والحفر والردم,بردورات حدائق مقاس 100*300*500 مم,م.ط,95.0,concrete curbstone 100*300*500 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-3-1,الأعمال الإنشائية,كالبند السابق الحفر لقاعدة الخزان في جميع أنواع التربة مع عمل ما يلزم، وحتى أسفل خرسانة النظافة.,م3,80.0,"As the previous item, excavate the base of the tank in all types of so | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-3-2,الأعمال الإنشائية,كالبند السابق : التوريد والردم بالردميات المناسبة من تربة متدرجة ويشمل ذلك الردم على طبقات لا تتجاوز 25 سم والرش بالماء والرص والدك لكل طبقة على أن لا,م3,85.0,As the previous item: supplying and backfilling with appropriate fills | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-3-3,الأعمال الإنشائية,طبقة بحص بسمك 10 سم أسفل الخرسانة العادية لعمل حاجز الخاصية الشعرية للمياه حسب المواصفات الفنية للمشروع وتوجيهات المهندس المشرف .,م2,40.0,A layer of gravel with a thickness of 10 cm under the floor slab to cr | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-3-4,الأعمال الإنشائية,توريد وتنفيذ خرسانة عادية تحت قاعده خزان المياه على ان تعطى اجهاد التكسير للأسطوانه القياسية بعد 28 يوم 200كجم/سم2 والأسمنت مقاوم للكبريتات والبند يشم,م3,600.0,Supply and implementation of normal concrete under the base of the wat | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-3-5,الأعمال الإنشائية,أعمال الخرسانة المسلحة: توريد وتنفيذ خرسانة مسلحة للأساسات لزوم قاعده الخزان (لبشه)على ان لا يقل اجهاد التكسير للأسطوانه بعد 28 يوم عن350 كجم/سم2 والأ,م3,1400.0,Reinforced concrete works: Supply and implementation of reinforced con | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-3-6,الأعمال الإنشائية,بالمتر المربع خرسانة ميول سمك متوسط 90مم لميول سقف الخزانات طبقا للمواصفات الفنية وتوجيهات المهندس المشرف .,م2,60.0,"Per square meter, concrete slopes of average thickness of 90 mm for th | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-3-7,الأعمال الإنشائية,بالمتر المربع خرسانة ميول سمك متوسط 70مم لميول أرضيات الخزانات نحو التهبيطات الموجوده أسفل الارضيات كما موصف في القطاع الانشائي للخزان طبقا للمخططات و,م2,60.0,"Per square meter, concrete slopes of average thickness of 70 mm to slo | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-3-8,الأعمال الإنشائية,توريد وتنفيذ خرسانة مسلحة لزوم الحوائط على ان لا يقل اجهاد التكسير للأسطوانه بعد 28 يوم عن 350 كجم/سم2 مع أستعمال أسمنت مقاوم للكبريتات بالأضافه الى م,م3,1600.0,"Supply and implementation of reinforced concrete for the walls, provid | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-3-9,الأعمال الإنشائية,توريد وتنفيذ خرسانة مسلحة لزوم سقف خزان المياه على ان لا يقل اجهاد التكسير للأسطوانه بعد 28 يوم عن350 كجم/سم 2 والأسمنت مقاوم للكبريتات مع اضافه ماده ,م3,1600.0,Supply and implementation of reinforced concrete to support the roof o | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-3-10,الأعمال الإنشائية,توريد وتركيب درجة من الحديد الغير قابل للصدأ المغطي بطبقة من PVC شديد التحمل والمثبتة بمادة ايبوكسية بالجدار لزوم النزول للبيارات والبند يشمل كل مايلز,بالعدد,75.0,Supply and installation one piece of drawer made of stainless steel co | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-3-11,الأعمال الإنشائية,بالعدد توريد وتركيب غطاء معدني من الزهر الرمادي من النوع المفصلي يتحمل الوزن الثقيل كامل بالقاعده المعدنيه والسعر يشمل أعمال التثبيت والتركيب وكل ما ي,بالعدد,2700.0,"Supply and install a hinged metallic cover made of gray cast iron, cap | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-3-12,الأعمال الإنشائية,أعمال العزل : توريد وتنفيذ طبقتين عازلتين متعامدتين من شرائح البيتومين المقوى بألياف البولستر بسمك 4 مم وذالك لعزل قاعده الخزان والجدران بالاضافه لسقف,م2,222.0,Insulation works: Supply and implementation of two perpendicular insul | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-3-13,الأعمال الإنشائية,بالمتر الطولي توريد وتنفيذ مانع تسرب مائي (WATER STOP) بين قاعده وجدران الخزان وكل ما يلزم لانهاء العمل نهوا تاما طبقا للمواصفات الفنيه وأصول الصناعه ,م.ط,47.0,"By the length meter, supply and implement a water stop (WATER STOP) be | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-3-15,الأعمال الإنشائية,كالبند السابق الحفر لقاعدة الخزان في جميع أنواع التربة مع عمل ما يلزم، وحتى أسفل خرسانة النظافة.,م3,80.0,"As the previous item, excavate the base of the tank in all types of so | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-3-17,الأعمال الإنشائية,كالبند السابق : التوريد والردم بالردميات المناسبة من تربة متدرجة ويشمل ذلك الردم على طبقات لا تتجاوز 25 سم والرش بالماء والرص والدك لكل طبقة على أن لا,م3,85.0,As the previous item: supplying and backfilling with appropriate fills | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-3-18,الأعمال الإنشائية,طبقة بحص بسمك 10 سم أسفل الخرسانة العادية لعمل حاجز الخاصية الشعرية للمياه حسب المواصفات الفنية للمشروع وتوجيهات المهندس المشرف .,م2,40.0,A layer of gravel with a thickness of 10 cm under the floor slab to cr | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-3-19,الأعمال الإنشائية,توريد وتنفيذ خرسانة عادية تحت قاعده المسبح على ان تعطى اجهاد التكسير للأسطوانه القياسية بعد 28 يوم 200كجم/سم2 والأسمنت مقاوم للكبريتات والبند يشمل تنف,م3,600.0,Supply and implementation of normal concrete under the base of swimmin | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
